Packet Length Max,Flow Packets/s,Packet Length Min,Flow IAT Min,Bwd Packet Length Mean,Fwd Packet Length Max,Fwd IAT Mean,Total Fwd Packets,Flow Duration,Total Length of Fwd Packets,Packet Length Std,Packet Length Variance,Flow Bytes/s,Bwd IAT Mean,Bwd Packet Length Max,Flow IAT Mean,Packet Length Mean,Fwd Packet Length Min,Fwd Packet Length Mean,Total Length of Bwd Packets,Fwd URG Flags,Label
-0.705842267362441,0.965962027834297,-0.9730349599950983,0.9720954947569158,-0.9721765159728777,-0.9116992583228671,-0.008438747963337013,-0.2337514644647196,-0.4461106437587858,-0.6650581501271198,-0.9490994043672225,-0.3959955921550501,0.24242394649659918,-0.6752351962918763,-0.9020054786974915,-0.8052006566430836,1.529141433277371,-0.07882805225845746,-0.7622654902277313,-0.7796043057207768,-0.23390863565760256,0
-0.04049906801540708,1.1542965294609122,0.30947650819572897,-0.8237895907323031,-0.36066931848937844,1.0210431401483298,-0.7929853726672945,-0.4179119603868956,2.2676551271032603,0.2299614352776535,-0.2899660046566665,-0.9541118116124664,-0.47548329937887374,0.5495964779136133,0.9936625417961243,0.46796364018598324,-0.800601340797415,0.08068106563151697,-0.7232020520985674,2.759887436032038,-0.23390863565760256,0
-0.5343692410896338,0.7694114557312673,-0.4370903768432266,-0.5936733757214225,0.029592175374431862,-0.31235024362203667,2.739709695419221,-0.18771134048417557,0.4590402656145171,-0.0629691684570023,1.4847158923225692,0.21899137202176297,0.056139455968197964,-0.7849426672725928,0.19227542568777894,-0.36694704535767186,-0.42205416349275005,0.2568220541374821,-0.8527764469391211,-0.41943485151860394,-0.23390863565760256,0
-0.6757995764916789,-0.15382460151385888,-0.7638456662347283,-0.6899737815121041,-0.9112937574472503,0.09276413376473962,-0.920773762157578,2.2063751065041126,-0.459778317046797,-0.3896697766719718,-0.3646188873604034,-0.8432656377059373,-0.47781857683626716,-0.19051961109709004,-0.8580342253554173,-0.763100936025171,-0.7713507553570607,-0.6762972393595379,-0.6795456915802467,-0.76753923331524,-0.23390863565760256,1
-0.6498265320904115,1.8055662624128326,-0.8202488687869518,-0.8793370248605564,-0.05905078963101829,0.7207333297945626,-0.1814506182173792,2.574696098348465,-0.8567296194596602,-0.5268137970712069,0.7195005925735768,-1.0034807680762559,5.079205595114659,-0.4419067031135494,-0.6813264303934342,-0.935555637589763,1.0676079307766346,-0.3334059254929201,0.565306289647966,-0.5495204582220455,-0.23390863565760256,1
0.5742986301674521,-0.8002639459171644,-0.8490213443067337,-0.23764900347014567,1.9140847736450362,-0.6466490763065771,1.01401232125634,-0.3258317124258076,-0.7661759757361737,-0.6006342189981052,-0.727748834665536,1.0494749557480167,-0.7271566241567733,-0.13145602848953133,1.0109953793596573,-0.42126511475379164,2.407955238170986,-0.54080738929351,-0.03958879920963684,-0.05238987957837465,-0.23390863565760256,0
-0.49152905698330884,-0.7586905715506113,1.5210399806556754,-0.038551792704021114,-0.5359825933342895,2.158551906183047,-0.10800595687923373,-0.2797915884452636,-0.8834028164368417,-1.0009450537701425,-0.447253372534251,-0.7893655848299389,0.3908726855071959,-0.20969658567964347,2.2433055469878713,-0.2583795088921721,0.11696588890044385,-0.971734447604861,3.3870924656096717,-0.2848223709469798,-0.23390863565760256,0
-0.8420821091534028,-0.7408162373666384,0.17851294417261182,1.070505116911904,3.080734989619409,-0.9305597878209871,-0.32803703573117754,-0.5099922083479836,1.200787164140964,-0.8216602685486044,1.7099426273455693,-0.5952087246483918,2.593207358910466,-0.5501726471084912,0.5852098278457571,-0.11347511510764789,2.451414176196301,-0.05607271352795458,-0.26745112866224213,0.004963392964338135,-0.23390863565760256,0
0.7686568958080653,-0.46653080114282797,-0.8434871335330196,0.020192456950778565,0.5404303494029629,-0.24752457220462398,-0.3030263194164868,1.7459738666986726,-0.4564996083439346,-0.9489469979523263,-0.6750367150092765,-0.8291738220544177,-0.21452249733582113,-0.12553264828441793,-0.14120189120986443,-0.9099198110234955,-0.43280179085323184,1.1002124999659328,-0.27334007217834766,0.08083729089695485,-0.23390863565760256,1
0.38064662801489346,0.12817106707444265,-0.9296411658717406,-0.961892792483145,-1.0101708818829922,-0.7175362429802102,-0.8195744955584382,-0.4639520843674396,0.367726408372347,0.9097562505838733,-0.7525432110024363,-0.8850020279647685,0.13714873239601202,-0.6279933190735498,1.0554903254000583,-0.5378303949209637,-0.8907238471823513,1.5742343819017737,-0.8013862341746968,-0.868829050646664,-0.23390863565760256,0
